group_value,count,RMSE_NWM,MAE_NWM,Bias_NWM,PBIAS_NWM,NSE_NWM,R_NWM,RMSE_Corrected,MAE_Corrected,Bias_Corrected,PBIAS_Corrected,NSE_Corrected,R_Corrected
2023-01,240,1.4413492344675387,1.0950043166666668,-0.08134263666666666,-1.3400283613751005,0.5724069150760127,0.7622776153255197,1.6771783407705845,1.42192665,0.8389539216666666,13.820821342774249,0.42103711985613623,0.756313435222331
