total_precipitation,surface_solar_radiation_downwards,evaporation,timestamp,hour,2m_temperature,2m_dewpoint_temperature,surface_pressure,10m_u_component_of_wind,10m_v_component_of_wind,soil_moisture_vwc,temp_c,dewpoint_c,pressure_hpa,precip_mm,radiation_mj_m2,evap_mm,wind_speed,wind_dir_deg,vpd_kpa,rel_humidity_pct,doy,month,hour_sin,hour_cos,doy_sin,doy_cos,month_sin,month_cos,site_name,comid,lat,lon
0.0037887096,0.0,5.438924e-06,2025-02-01 00:00:00,0,283.44946,282.708,93005.81,1.296875,-0.14073181,0.48876452,10.299469,9.558014,930.0581,3.7887096,0.0,0.005438924,1.3044885,353.80673,0.06076002,95.150154,32,2,0.0,1.0,0.5230943033491326,0.8522748088519838,0.8660254037844386,0.5000000000000001,"Watauga River, NC",19743430,36.215,-81.687
0.0027449727,0.0,7.196795e-07,2025-02-01 01:00:00,1,283.5692,282.3357,92885.0,1.0244141,-0.27444458,0.4847734,10.41922,9.185699,928.85,2.7449727,0.0,0.0007196795,1.0605395,345.0024,0.100345016,92.05432,32,2,0.25881904510252074,0.9659258262890683,0.5230943033491326,0.8522748088519838,0.8660254037844386,0.5000000000000001,"Watauga River, NC",19743430,36.215,-81.687
0.0008645654,0.0,4.715286e-06,2025-02-01 02:00:00,2,282.64697,281.39954,92875.69,1.6738281,-0.39024353,0.4748937,9.496979,8.249542,928.7569,0.8645654,0.0,0.004715286,1.7187177,346.87625,0.096040964,91.91016,32,2,0.49999999999999994,0.8660254037844387,0.5230943033491326,0.8522748088519838,0.8660254037844386,0.5000000000000001,"Watauga River, NC",19743430,36.215,-81.687
0.00010496378,0.0,1.0546297e-05,2025-02-01 03:00:00,3,282.18054,280.76147,92922.375,3.019043,-0.74505615,0.46997297,9.030548,7.6114807,929.22375,0.10496378,0.0,0.010546297,3.109619,346.13724,0.105721354,90.810295,32,2,0.7071067811865475,0.7071067811865476,0.5230943033491326,0.8522748088519838,0.8660254037844386,0.5000000000000001,"Watauga River, NC",19743430,36.215,-81.687
9.164214e-05,0.0,9.40077e-06,2025-02-01 04:00:00,4,281.86902,280.19092,92955.5,3.576004,-1.2778015,0.4706216,8.719025,7.040924,929.555,0.09164214,0.0,0.00940077,3.797444,340.33685,0.12177253,89.189705,32,2,0.8660254037844386,0.5000000000000001,0.5230943033491326,0.8522748088519838,0.8660254037844386,0.5000000000000001,"Watauga River, NC",19743430,36.215,-81.687
0.00013002753,0.0,6.961636e-08,2025-02-01 05:00:00,5,281.00085,279.04187,93001.81,4.1104736,-1.7845154,0.47201645,7.8508606,5.891876,930.0181,0.13002753,0.0,6.961636e-05,4.481126,336.53247,0.13378811,87.40131,32,2,0.9659258262890683,0.25881904510252074,0.5230943033491326,0.8522748088519838,0.8660254037844386,0.5000000000000001,"Watauga River, NC",19743430,36.215,-81.687
5.6654215e-05,0.0,-1.6473467e-05,2025-02-01 06:00:00,6,281.13855,278.9345,93043.625,3.892929,-1.6551056,0.47272658,7.988556,5.7845154,930.4363,0.056654215,0.0,-0.016473467,4.230162,336.9669,0.15068251,85.94292,32,2,1.0,6.123233995736766e-17,0.5230943033491326,0.8522748088519838,0.8660254037844386,0.5000000000000001,"Watauga River, NC",19743430,36.215,-81.687
9.11057e-05,0.0,-2.0554522e-05,2025-02-01 07:00:00,7,281.23724,278.68182,93080.06,3.795868,-1.4001617,0.47342455,8.08725,5.53183,930.8006,0.0911057,0.0,-0.020554522,4.0458703,339.75275,0.17393064,83.88278,32,2,0.9659258262890683,-0.25881904510252063,0.5230943033491326,0.8522748088519838,0.8660254037844386,0.5000000000000001,"Watauga River, NC",19743430,36.215,-81.687
0.00012329221,0.0,-3.9639417e-06,2025-02-01 08:00:00,8,280.17664,277.3197,93163.0,3.9806213,-1.713028,0.47433782,7.026642,4.1697083,931.63,0.12329221,0.0,-0.0039639417,4.333568,336.71576,0.18066603,81.99987,32,2,0.8660254037844387,-0.49999999999999983,0.5230943033491326,0.8522748088519838,0.8660254037844386,0.5000000000000001,"Watauga River, NC",19743430,36.215,-81.687
7.686019e-05,0.0,-2.0872336e-05,2025-02-01 09:00:00,9,279.86566,277.06342,93249.44,3.7998352,-2.2703705,0.4749248,6.7156677,3.9134216,932.4944,0.07686019,0.0,-0.020872336,4.4264355,329.14203,0.17414689,82.274506,32,2,0.7071067811865476,-0.7071067811865475,0.5230943033491326,0.8522748088519838,0.8660254037844386,0.5000000000000001,"Watauga River, NC",19743430,36.215,-81.687
