soil_moisture_vwc,timestamp,hour,doy,month,hour_sin,hour_cos,doy_sin,doy_cos,month_sin,month_cos,site_name,comid,lat,lon
0.4725864,2025-01-01 00:00:00,0,1,1,0.0,1.0,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.47201586,2025-01-01 01:00:00,1,1,1,0.25881904510252074,0.9659258262890683,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.47156513,2025-01-01 02:00:00,2,1,1,0.49999999999999994,0.8660254037844387,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.4713199,2025-01-01 03:00:00,3,1,1,0.7071067811865475,0.7071067811865476,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.47097945,2025-01-01 04:00:00,4,1,1,0.8660254037844386,0.5000000000000001,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.47048938,2025-01-01 05:00:00,5,1,1,0.9659258262890683,0.25881904510252074,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46996176,2025-01-01 06:00:00,6,1,1,1.0,6.123233995736766e-17,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46945345,2025-01-01 07:00:00,7,1,1,0.9659258262890683,-0.25881904510252063,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46895242,2025-01-01 08:00:00,8,1,1,0.8660254037844387,-0.49999999999999983,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.4684584,2025-01-01 09:00:00,9,1,1,0.7071067811865476,-0.7071067811865475,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.4679817,2025-01-01 10:00:00,10,1,1,0.49999999999999994,-0.8660254037844387,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46754837,2025-01-01 11:00:00,11,1,1,0.258819045102521,-0.9659258262890682,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.4671353,2025-01-01 12:00:00,12,1,1,1.2246467991473532e-16,-1.0,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46673846,2025-01-01 13:00:00,13,1,1,-0.2588190451025208,-0.9659258262890683,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46630526,2025-01-01 14:00:00,14,1,1,-0.4999999999999998,-0.8660254037844388,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46581924,2025-01-01 15:00:00,15,1,1,-0.7071067811865471,-0.7071067811865479,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46523213,2025-01-01 16:00:00,16,1,1,-0.8660254037844384,-0.5000000000000004,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.4645878,2025-01-01 17:00:00,17,1,1,-0.9659258262890683,-0.25881904510252063,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.4639225,2025-01-01 18:00:00,18,1,1,-1.0,-1.8369701987210297e-16,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46329474,2025-01-01 19:00:00,19,1,1,-0.9659258262890684,0.2588190451025203,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46273196,2025-01-01 20:00:00,20,1,1,-0.8660254037844386,0.5000000000000001,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.4622439,2025-01-01 21:00:00,21,1,1,-0.7071067811865477,0.7071067811865474,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46186817,2025-01-01 22:00:00,22,1,1,-0.5000000000000004,0.8660254037844384,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46160674,2025-01-01 23:00:00,23,1,1,-0.25881904510252157,0.9659258262890681,0.017201575418260506,0.9998520419557735,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46136367,2025-01-02 00:00:00,0,2,1,0.0,1.0,0.03439806061360801,0.9994082116062598,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46113276,2025-01-02 01:00:00,1,2,1,0.25881904510252074,0.9659258262890683,0.03439806061360801,0.9994082116062598,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46090913,2025-01-02 02:00:00,2,2,1,0.49999999999999994,0.8660254037844387,0.03439806061360801,0.9994082116062598,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.4606943,2025-01-02 03:00:00,3,2,1,0.7071067811865475,0.7071067811865476,0.03439806061360801,0.9994082116062598,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46047473,2025-01-02 04:00:00,4,2,1,0.8660254037844386,0.5000000000000001,0.03439806061360801,0.9994082116062598,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46026182,2025-01-02 05:00:00,5,2,1,0.9659258262890683,0.25881904510252074,0.03439806061360801,0.9994082116062598,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.46005464,2025-01-02 06:00:00,6,2,1,1.0,6.123233995736766e-17,0.03439806061360801,0.9994082116062598,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.4598608,2025-01-02 07:00:00,7,2,1,0.9659258262890683,-0.25881904510252063,0.03439806061360801,0.9994082116062598,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.45966733,2025-01-02 08:00:00,8,2,1,0.8660254037844387,-0.49999999999999983,0.03439806061360801,0.9994082116062598,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.45948374,2025-01-02 09:00:00,9,2,1,0.7071067811865476,-0.7071067811865475,0.03439806061360801,0.9994082116062598,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
0.45931208,2025-01-02 10:00:00,10,2,1,0.49999999999999994,-0.8660254037844387,0.03439806061360801,0.9994082116062598,0.49999999999999994,0.8660254037844387,"Watauga River, NC",19743430,36.215,-81.687
